campaign_id,template_id,template_name,email,time,message
36,36,"""Confirm Your Participation in Digital Strategy Training""",thomas.hermans@proximus.com,2025-02-01T11:52:28.2309876Z,Clicked Link
69,69,"""IT System Upgrade – Action Needed to Avoid Service Disruption""",annelies.vandenbosch@proximus.com,2025-02-01T19:45:32.8347189Z,Email Sent
69,69,"""IT System Upgrade – Action Needed to Avoid Service Disruption""",annelies.vandenbosch@proximus.com,2025-02-01T20:50:15.6290334Z,Email Opened
88,88,"""Approval needed: Additional funds for infrastructure projects.""",jean-luc.provoost@proximus.com,2025-02-02T11:38:16.2274736Z,Email Sent
88,88,"""Approval needed: Additional funds for infrastructure projects.""",jean-luc.provoost@proximus.com,2025-02-02T12:18:09.8347021Z,Submitted Data
49,49,"""Mandatory Training: Communication Platform Optimization""",charlotte.vandenbroeck@proximus.com,2025-02-03T11:42:12.5232134Z,Email Sent
65,65,"""New mobile package release: Plan details and pricing structure.""",joren.baeten@proximus.com,2025-02-03T12:17:55.0526817Z,Email Sent
49,49,"""Mandatory Training: Communication Platform Optimization""",charlotte.vandenbroeck@proximus.com,2025-02-03T12:52:34.7896543Z,Email Sent
65,65,"""New mobile package release: Plan details and pricing structure.""",joren.baeten@proximus.com,2025-02-03T13:04:11.5536070Z,Email Sent
98,98,"""Proposal for enhanced video calling features on CPaaS.""",joelle.verhaege@proximus.com,2025-02-05T03:26:47.3204216Z,Email Sent
98,98,"""Proposal for enhanced video calling features on CPaaS.""",joelle.verhaege@proximus.com,2025-02-05T05:03:23.7052250Z,Clicked Link
46,46,"""Monthly security audit scheduled for next week.""",jan.vandenbosch@proximus.com,2025-02-05T09:12:34.5678901Z,Email Sent
46,46,"""Monthly security audit scheduled for next week.""",jan.vandenbosch@proximus.com,2025-02-05T10:23:45.6789012Z,Email Opened
91,91,"""Confirm Your Participation: Cloud Computing Tools and Techniques Webinar""",tom.peeters@proximus.com,2025-02-05T10:32:56.8892420Z,Email Sent
91,91,"""Confirm Your Participation: Cloud Computing Tools and Techniques Webinar""",tom.peeters@proximus.com,2025-02-05T12:40:02.6698416Z,Clicked Link
38,38,“New Training Module: Onboarding Best Practices for 2025”,lorena.vanhercke@proximus.com,2025-02-05T16:34:01.5558883Z,Email Sent
38,38,“New Training Module: Onboarding Best Practices for 2025”,lorena.vanhercke@proximus.com,2025-02-05T17:47:09.0959231Z,Email Sent
29,29,"""Planned server downtime for software updates.""",anne.vander.vreken@proximus.com,2025-02-05T21:10:23.4567890Z,Email Sent
29,29,"""Planned server downtime for software updates.""",anne.vander.vreken@proximus.com,2025-02-06T06:23:34.9876543Z,Email Opened
5,5,"""Reminder: Join Our Workshop on Enhancing Customer Support Skills""",britt.jacobs@proximus.com,2025-02-06T12:33:30.9970161Z,Email Sent
5,5,"""Reminder: Join Our Workshop on Enhancing Customer Support Skills""",britt.jacobs@proximus.com,2025-02-06T14:46:59.7256429Z,Email Sent
43,43,"""User feedback: Issues with platform navigation on mobile.""",jasmine.dufour@proximus.com,2025-02-07T09:34:16.2872642Z,Email Sent
39,39,"""Update on new software rollout for enterprise systems.""",bart.demeyer@proximus.com,2025-02-07T10:16:32.5890142Z,Email Sent
83,83,"""HR-Hosted Workshop: Best Practices for Cloud Utilization""",femke.vandenberghe@proximus.com,2025-02-07T10:19:12.3456789Z,Email Sent
39,39,"""Update on new software rollout for enterprise systems.""",bart.demeyer@proximus.com,2025-02-07T11:29:23.1002354Z,Email Opened
43,43,"""User feedback: Issues with platform navigation on mobile.""",jasmine.dufour@proximus.com,2025-02-07T11:58:44.3745211Z,Clicked Link
83,83,"""HR-Hosted Workshop: Best Practices for Cloud Utilization""",femke.vandenberghe@proximus.com,2025-02-07T12:01:09.8765432Z,Email Sent
16,16,"“HR Service: Employee Satisfaction Survey – We Value Your Feedback!""",annelies.claes@proximus.com,2025-02-09T07:44:58.6030345Z,Email Sent
16,16,"“HR Service: Employee Satisfaction Survey – We Value Your Feedback!""",annelies.claes@proximus.com,2025-02-09T08:08:52.1621376Z,Email Opened
52,52,"""Follow-up: Adjustments to revenue reporting for audit requirements.""",wout.vangool@proximus.com,2025-02-10T08:20:35.6427858Z,Email Sent
52,52,"""Follow-up: Adjustments to revenue reporting for audit requirements.""",wout.vangool@proximus.com,2025-02-10T10:15:07.3319612Z,Submitted Data
89,89,"""Troubleshooting: Laptop connectivity issues for HR team.""",sofie.vandenbroele@proximus.com,2025-02-10T10:32:24.6635428Z,Email Sent
57,57,"""HR-Hosted Webinar: How to Handle Workplace Scenarios""",femke.vandendriessche@proximus.com,2025-02-10T11:39:06.5006543Z,Email Sent
89,89,"""Troubleshooting: Laptop connectivity issues for HR team.""",sofie.vandenbroele@proximus.com,2025-02-10T11:45:10.1234567Z,Email Sent
66,66,"""Urgent: Business customer’s voice line down in Uccle. Immediate assistance required.""",alain.vandenberghe@proximus.com,2025-02-10T12:08:45.1774503Z,Email Sent
57,57,"""HR-Hosted Webinar: How to Handle Workplace Scenarios""",femke.vandendriessche@proximus.com,2025-02-10T12:12:34.7891011Z,Clicked Link
66,66,"""Urgent: Business customer’s voice line down in Uccle. Immediate assistance required.""",alain.vandenberghe@proximus.com,2025-02-10T13:19:23.8901234Z,Email Sent
13,13,"""Security patch update for cloud services infrastructure.""",gert.goossens@proximus.com,2025-02-10T13:21:15.7526890Z,Email Sent
40,40,"""Confirm Your Participation: Cloud Computing Tools and Techniques Webinar""",jelle.verstraete@proximus.com,2025-02-10T13:27:12.0123456Z,Email Sent
40,40,"""Confirm Your Participation: Cloud Computing Tools and Techniques Webinar""",jelle.verstraete@proximus.com,2025-02-10T14:12:34.9876543Z,Clicked Link
13,13,"""Security patch update for cloud services infrastructure.""",gert.goossens@proximus.com,2025-02-10T14:13:27.9293146Z,Submitted Data
61,61,"""Follow-up: Resolving mismatches in accounts ledger.""",nina.van.acker@proximus.com,2025-02-10T18:19:33.2316875Z,Email Sent
82,82,"""Update: Blockchain use cases in telecom.""",arlette.vanden.broeck@proximus.com,2025-02-10T19:43:48.2351676Z,Email Sent
33,33,"""Planned data center expansion: New server installation.""",annelies.deckers@proximus.com,2025-02-11T03:17:21.5551534Z,Email Sent
33,33,"""Planned data center expansion: New server installation.""",annelies.deckers@proximus.com,2025-02-11T05:21:34.6291451Z,Email Opened
82,82,"""Update: Blockchain use cases in telecom.""",arlette.vanden.broeck@proximus.com,2025-02-11T07:23:17.6174802Z,Submitted Data
15,15,"""Urgent: Detection of phishing attack on email systems.""",maurits.doucet@proximus.com,2025-02-11T09:37:47.1564564Z,Email Sent
53,53,"""Register Now: Hardware Integration Optimization Webinar""",louis.hendrickx@proximus.com,2025-02-11T10:14:31.0225591Z,Email Sent
51,51,"""Error in customer database synchronization.""",lisa.devos@proximus.com,2025-02-11T10:19:12.3456789Z,Email Sent
15,15,"""Urgent: Detection of phishing attack on email systems.""",maurits.doucet@proximus.com,2025-02-11T11:04:13.9282457Z,Clicked Link
53,53,"""Register Now: Hardware Integration Optimization Webinar""",louis.hendrickx@proximus.com,2025-02-11T11:30:03.9119024Z,Clicked Link
51,51,"""Error in customer database synchronization.""",lisa.devos@proximus.com,2025-02-11T11:32:01.9876543Z,Clicked Link
21,21,"""Performance monitoring: IoT infrastructure health check.""",liesbeth.verleyen@proximus.com,2025-02-11T12:32:14.0238995Z,Email Sent
21,21,"""Performance monitoring: IoT infrastructure health check.""",liesbeth.verleyen@proximus.com,2025-02-11T13:08:02.3413762Z,Email Opened
34,34,"""Request: Granting read-only access to marketing team for customer data.""",liesbeth.vandenputte@proximus.com,2025-02-12T03:01:45.2345678Z,Email Sent
34,34,"""Request: Granting read-only access to marketing team for customer data.""",liesbeth.vandenputte@proximus.com,2025-02-12T04:12:34.9876543Z,Submitted Data
94,94,"""Proximus Employee Stock Purchase Plan – Final Steps to Enroll""",sarah.devos@proximus.com,2025-02-12T09:56:31.3478534Z,Email Sent
74,74,"""Update: AI-powered network optimization study results.""",arne.vermeersch@proximus.com,2025-02-12T10:35:18.1800845Z,Email Sent
94,94,"""Proximus Employee Stock Purchase Plan – Final Steps to Enroll""",sarah.devos@proximus.com,2025-02-12T11:03:05.2345678Z,Email Sent
74,74,"""Update: AI-powered network optimization study results.""",arne.vermeersch@proximus.com,2025-02-12T11:27:30.0512518Z,Email Sent
42,42,"""Critical Update: New Company Cybersecurity Protocols""",francoise.goblet@proximus.com,2025-02-12T12:12:10.6635428Z,Email Sent
8,8,"""New AI feature launched: Personalized recommendations for users.""",Laura.Devos@proximus.com,2025-02-12T12:39:42.1815787Z,Email Sent
54,54,"""New Data Management Policies and Training""",jelle.desmet@proximus.com,2025-02-12T12:45:35.7218472Z,Email Sent
54,54,"""New Data Management Policies and Training""",jelle.desmet@proximus.com,2025-02-12T13:02:05.2174210Z,Email Sent
55,55,"""Register Now: Hardware Integration Optimization Webinar""",marie.demeulemeester@proximus.com,2025-02-12T13:08:09.2170354Z,Email Sent
50,50,"""Proximus Employee Stock Purchase Plan – Final Steps to Enroll""",nicolas.vandeweghe@proximus.com,2025-02-12T13:23:17.4236996Z,Email Sent
32,32,"""Update: Mitigation of DDoS attack on servers.""",anouk.verbruggen@proximus.com,2025-02-12T13:27:45.232346Z,Clicked Link
37,37,"""IoT device malfunction: Connectivity issue reported in Uccle.”",martine.verheyen@proximus.com,2025-02-12T13:59:45.2746183Z,Email Sent
37,37,"""IoT device malfunction: Connectivity issue reported in Uccle.”",martine.verheyen@proximus.com,2025-02-12T14:12:38.9012345Z,Submitted Data
42,42,"""Critical Update: New Company Cybersecurity Protocols""",francoise.goblet@proximus.com,2025-02-12T14:13:34.1234567Z,Email Opened
55,55,"""Register Now: Hardware Integration Optimization Webinar""",marie.demeulemeester@proximus.com,2025-02-12T14:19:55.9410523Z,Email Sent
50,50,"""Proximus Employee Stock Purchase Plan – Final Steps to Enroll""",nicolas.vandeweghe@proximus.com,2025-02-12T14:38:13.2876492Z,Email Sent
8,8,"""New AI feature launched: Personalized recommendations for users.""",Laura.Devos@proximus.com,2025-02-12T14:52:01.3706349Z,Submitted Data
4,4,"""Update: Recycling program for old devices.""",lieven.vermeulen@proximus.com,2025-02-12T16:33:15.8987333Z,Email Sent
4,4,"""Update: Recycling program for old devices.""",lieven.vermeulen@proximus.com,2025-02-12T17:15:41.5972034Z,Email Sent
1,1,"""Request for replacement parts for outdated routers.""",jpbon@proximus.com,2025-02-13T03:12:58.5681537Z,Email Sent
1,1,"""Request for replacement parts for outdated routers.""",jpbon@proximus.com,2025-02-13T04:27:44.5890621Z,Email Sent
87,87,"""Customer complaint: Slow internet speed at Uccle.”",joelle.vansteen@proximus.com,2025-02-13T12:05:02.0894421Z,Email Sent
87,87,"""Customer complaint: Slow internet speed at Uccle.”",joelle.vansteen@proximus.com,2025-02-13T13:16:07.3677101Z,Email Sent
20,20,"""Performance monitoring: IoT infrastructure health check.""",marie.verstraeten@proximus.com,2025-02-13T18:37:45.9034567Z,Email Sent
20,20,"""Performance monitoring: IoT infrastructure health check.""",marie.verstraeten@proximus.com,2025-02-13T19:20:17.9876543Z,Email Opened
67,67,"""Request for replacement parts for outdated routers.""",hannah.decroock@proximus.com,2025-02-14T03:10:42.8967512Z,Email Sent
67,67,"""Request for replacement parts for outdated routers.""",hannah.decroock@proximus.com,2025-02-14T04:36:54.6549321Z,Clicked Link
35,35,"""Status update: Migration of systems to cloud infrastructure.""",elena.de.buck@proximus.com,2025-02-15T10:45:11.1234567Z,Clicked Link
44,44,"""Issue: API rate limit exceeded during application testing.""",marie.smits@proximus.com,2025-02-16T14:02:36.5936173Z,Email Sent
44,44,"""Issue: API rate limit exceeded during application testing.""",marie.smits@proximus.com,2025-02-16T16:18:03.6745231Z,Email Opened
78,78,"""Follow-up: User complaints about identity verification delays.""",liam.vandenberghe@proximus.com,2025-02-17T03:10:09.7895869Z,Email Sent
78,78,"""Follow-up: User complaints about identity verification delays.""",liam.vandenberghe@proximus.com,2025-02-17T05:08:50.7045072Z,Email Opened
31,31,"""Update on tower infrastructure upgrades.""",flor.devos@proximus.com,2025-02-17T17:05:55.5937564Z,Email Sent
64,64,"""Candidate interview schedule for next week.""",bart.desmet@proximus.com,2025-02-17T18:33:56.1234567Z,Email Sent
64,64,"""Candidate interview schedule for next week.""",bart.desmet@proximus.com,2025-02-17T19:13:22.8901234Z,Email Opened
31,31,"""Update on tower infrastructure upgrades.""",flor.devos@proximus.com,2025-02-17T19:18:54.8546789Z,Submitted Data
73,73,"""Urgent: Business customer’s voice line down in Uccle. Immediate assistance required.""",maarten.janssens@proximus.com,2025-02-18T02:39:52.7066387Z,Email Sent
73,73,"""Urgent: Business customer’s voice line down in Uccle. Immediate assistance required.""",maarten.janssens@proximus.com,2025-02-18T03:21:45.0999012Z,Email Opened
56,56,"""Critical Update: New Company Cybersecurity Protocols""",martine.claessens@proximus.com,2025-02-18T06:52:01.3405893Z,Email Sent
56,56,"""Critical Update: New Company Cybersecurity Protocols""",martine.claessens@proximus.com,2025-02-18T07:29:32.1733189Z,Submitted Data
76,76,"""Action Required: Confirm Your Microsoft Account Details for Security""",jan.aerts@proximus.com,2025-02-18T12:02:58.1090342Z,Email Sent
76,76,"""Action Required: Confirm Your Microsoft Account Details for Security""",jan.aerts@proximus.com,2025-02-18T13:15:09.9876543Z,Email Opened
95,95,"""Register Now: Advanced Network Troubleshooting Techniques Workshop""",victor.vandevelde@proximus.com,2025-02-18T14:09:11.6643219Z,Submitted Data
75,75,"""New visuals for email marketing campaign.""",marleen.vandenbroeck@proximus.com,2025-02-20T10:26:59.3328763Z,Email Sent
75,75,"""New visuals for email marketing campaign.""",marleen.vandenbroeck@proximus.com,2025-02-20T12:39:44.9876543Z,Clicked Link
9,9,"""Complaint: Internet downtime in Namur.”",sofie.bekaert@proximus.com,2025-02-21T04:11:41.5567890Z,Email Sent
9,9,"""Complaint: Internet downtime in Namur.”",sofie.bekaert@proximus.com,2025-02-21T05:23:29.4321098Z,Clicked Link
6,6,"“HR Service: Complete Your Health Insurance Registration to Avoid Disruption""",olivia.geyskens@proximus.com,2025-02-21T17:33:31.2354453Z,Email Sent
6,6,"“HR Service: Complete Your Health Insurance Registration to Avoid Disruption""",olivia.geyskens@proximus.com,2025-02-21T19:25:31.9454071Z,Email Sent
97,97,"""Register Now: Hardware Integration Optimization Webinar""",nils.meert@proximus.com,2025-02-22T11:08:04.7088632Z,Email Sent
97,97,"""Register Now: Hardware Integration Optimization Webinar""",nils.meert@proximus.com,2025-02-22T12:12:27.8056099Z,Clicked Link
22,22,"""IT System Upgrade – Action Needed to Avoid Service Disruption""",silke.vanaert@proximus.com,2025-02-22T12:48:34.2915446Z,Email Sent
99,99,"“HR service: Employee Home Internet Program – Register Now""",tijs.devos@proximus.com,2025-02-22T12:54:45.0324315Z,Email Sent
22,22,"""IT System Upgrade – Action Needed to Avoid Service Disruption""",silke.vanaert@proximus.com,2025-02-22T14:00:23.9173123Z,Email Sent
99,99,"“HR service: Employee Home Internet Program – Register Now""",tijs.devos@proximus.com,2025-02-22T14:06:32.9876543Z,Email Opened
81,81,"""Troubleshooting: Latency issue in cloud storage services.""",sofie.vanacker@proximus.com,2025-02-23T05:12:33.4567890Z,Email Sent
47,47,"""Candidate interview schedule for next week.""",floor.baeyens@proximus.com,2025-02-23T08:00:02.7158534Z,Email Sent
47,47,"""Candidate interview schedule for next week.""",floor.baeyens@proximus.com,2025-02-23T09:17:45.4295718Z,Submitted Data
12,12,"""Details for the launch of new fiber internet plans.""",marie.verstappen@proximus.com,2025-02-23T12:31:36.1403839Z,Email Sent
77,77,"""Proposal for enhanced video calling features on CPaaS.""",rene.dubois@proximus.com,2025-02-23T13:17:30.1234567Z,Email Sent
12,12,"""Details for the launch of new fiber internet plans.""",marie.verstappen@proximus.com,2025-02-23T13:56:08.0616511Z,Email Sent
77,77,"""Proposal for enhanced video calling features on CPaaS.""",rene.dubois@proximus.com,2025-02-23T14:28:19.1234567Z,Clicked Link
81,81,"""Troubleshooting: Latency issue in cloud storage services.""",sofie.vanacker@proximus.com,2025-02-23T16:23:44.9876543Z,Email Sent
14,14,"“HR Service: Longevity or Tenure Bonus – Verify Your Eligibility for Bonus""",anouk.declercq@proximus.com,2025-02-24T04:42:46.4217634Z,Email Sent
14,14,"“HR Service: Longevity or Tenure Bonus – Verify Your Eligibility for Bonus""",anouk.declercq@proximus.com,2025-02-24T05:56:32.1190237Z,Email Sent
24,24,"""Action Needed: Unauthorized Login Attempt Detected – Verify Your Identity""",eva.vandewalle@proximus.com,2025-02-24T11:30:06.1234567Z,Email Sent
24,24,"""Action Needed: Unauthorized Login Attempt Detected – Verify Your Identity""",eva.vandewalle@proximus.com,2025-02-24T11:51:45.6789101Z,Submitted Data
59,59,"“HR Service: IT Support Protocol Training – RSVP Today""",axl.vandenberghe@proximus.com,2025-02-24T12:45:36.7890123Z,Email Sent
59,59,"“HR Service: IT Support Protocol Training – RSVP Today""",axl.vandenberghe@proximus.com,2025-02-24T14:12:09.9876543Z,Email Opened
3,3,"""Reminder: Cloud service compliance review due next week.""",liam.verbeeck@proximus.com,2025-02-25T09:31:32.2467891Z,Email Sent
100,100,"""Mandatory Legal Awareness Workshop – Register by Friday""",clara.verhoeven@proximus.com,2025-02-26T06:22:37.7893964Z,Email Sent
26,26,"""Proposal for bundling streaming services with broadband.""",jelle.vandenbergh@proximus.com,2025-02-26T11:03:01.4640753Z,Email Sent
63,63,"""Proposal: Adjusted revenue sharing terms for cloud service collaborations.""",olivier.hendrickx@proximus.com,2025-02-26T11:19:30.4082115Z,Email Sent
18,18,"""Critical Update: New Company Cybersecurity Protocols""",britt.declercq@proximus.com,2025-02-26T12:10:04.5324593Z,Email Sent
26,26,"""Proposal for bundling streaming services with broadband.""",jelle.vandenbergh@proximus.com,2025-02-26T12:14:32.9879068Z,Submitted Data
63,63,"""Proposal: Adjusted revenue sharing terms for cloud service collaborations.""",olivier.hendrickx@proximus.com,2025-02-26T12:34:09.9876543Z,Submitted Data
60,60,"""Request for drafting a new enterprise service contract.""",jana.decoster@proximus.com,2025-02-26T12:40:07.6727349Z,Email Sent
18,18,"""Critical Update: New Company Cybersecurity Protocols""",britt.declercq@proximus.com,2025-02-26T13:24:32.0507036Z,Clicked Link
60,60,"""Request for drafting a new enterprise service contract.""",jana.decoster@proximus.com,2025-02-26T17:02:02.7235948Z,Email Opened
72,72,"“Last Call: Webinar on Innovations in Product Development""",marie.stevens@proximus.com,2025-02-27T08:31:19.6620165Z,Email Sent
72,72,"“Last Call: Webinar on Innovations in Product Development""",marie.stevens@proximus.com,2025-02-27T09:52:17.5337952Z,Clicked Link
2,2,"""User feedback: Issues with platform navigation on mobile.""",aaron.vanhecke@proximus.com,2025-02-28T02:31:56.3413094Z,Email Sent
2,2,"""User feedback: Issues with platform navigation on mobile.""",aaron.vanhecke@proximus.com,2025-02-28T04:03:21.2356789Z,Clicked Link
96,96,"""Candidate interview schedule for next week.""",stefan.demeester@proximus.com,2025-02-28T07:13:34.2775436Z,Email Sent
25,25,"""New Training Module: Enhancing Brand Consistency Across Teams""",lara.devos@proximus.com,2025-02-28T09:15:44.3760043Z,Email Sent
96,96,"""Candidate interview schedule for next week.""",stefan.demeester@proximus.com,2025-02-28T09:37:28.9082758Z,Submitted Data
71,71,"""Assistance needed: Configuration for new enterprise software system.""",marie.coene@proximus.com,2025-02-28T10:45:43.9583219Z,Email Sent
25,25,"""New Training Module: Enhancing Brand Consistency Across Teams""",lara.devos@proximus.com,2025-02-28T11:30:12.7890123Z,Email Opened
86,86,"""Proposal for blog posts on cybersecurity tips.""",caspar.vandamme@proximus.com,2025-02-28T16:32:24.6635428Z,Email Sent
86,86,"""Proposal for blog posts on cybersecurity tips.""",caspar.vandamme@proximus.com,2025-02-28T17:45:10.1234567Z,Clicked Link
7,7,"""Invitation: Join innovation hub for smart city projects.""",jandam@proximus.com,2025-02-28T18:47:32.1587654Z,Email Sent
100,100,"""Mandatory Legal Awareness Workshop – Register by Friday""",clara.verhoeven@proximus.com,2025-03-01T02:04:22.2993635Z,Clicked Link
7,7,"""Invitation: Join innovation hub for smart city projects.""",jandam@proximus.com,2025-03-01T09:12:34.5678910Z,Email Opened
71,71,"""Assistance needed: Configuration for new enterprise software system.""",marie.coene@proximus.com,2025-03-01T09:32:44.9501234Z,Email Opened
3,3,"""Reminder: Cloud service compliance review due next week.""",liam.verbeeck@proximus.com,2025-03-01T12:18:01.7890123Z,Email Opened
28,28,"""Coordination with influencers for brand campaign.""",jolien.dujardin@proximus.com,2025-03-02T12:02:01.1234567Z,Email Sent
28,28,"""Coordination with influencers for brand campaign.""",jolien.dujardin@proximus.com,2025-03-02T13:10:15.6635428Z,Submitted Data
68,68,“New Training Module: Onboarding Best Practices for 2025”,bob.lemmens@proximus.com,2025-03-05T10:15:33.9876543Z,Email Sent
68,68,“New Training Module: Onboarding Best Practices for 2025”,bob.lemmens@proximus.com,2025-03-05T11:30:28.3456789Z,Email Opened
27,27,"""Issue: Fiber connection setup delay in Brussels.”",annelies.vermeersch@proximus.com,2025-03-07T19:16:39.9795413Z,Email Sent
27,27,"""Issue: Fiber connection setup delay in Brussels.”",annelies.vermeersch@proximus.com,2025-03-08T04:01:11.0980808Z,Email Sent
